DATE,CCR,AGE,GENDER,RACE,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y,ARRESTTIMEONLY,high_temp,low_temp,precipitation
8/31/18,18169764,17,F,B,"500 Block N St Clair ST Pittsburgh, PA 15206","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","100 Block N St Clair ST Pittsburgh, PA 15206",East Liberty,5,1115,7,2,-79.92197848,40.4736436,18:45:00,68,86,0
9/2/18,18171340,42,M,W,"10 Block Cedricton ST Pittsburgh, PA 15210","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","10 Block Cedricton ST Pittsburgh, PA 15210",Carrick,3,2901,4,3,-79.99125122,40.40519806,19:32:00,72,90,0
9/3/18,18172012,33,F,W,"4600 Block Mt Troy RD Pittsburgh, PA 15214","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","4600 Block Mt Troy RD Pittsburgh, PA 15214",Summer Hill,1,2612,,,,,18:19:00,72,92,0
9/10/18,18104888,33,F,W,"900 Block 2nd AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","100 Block Southern AV Pittsburgh, PA 15211",Mount Washington,3,1914,2,5,-80.00916642,40.42704891,20:50:00,60,73,3.87
9/10/18,18176834,40,M,B,"7100 Block Frankstown AV Pittsburgh, PA 15235","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","7300 Block Race ST Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.89350679,40.45813239,00:48:00,60,73,3.87
9/23/18,18182241,28,F,W,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","700 Block General Robinson ST Pittsburgh, PA 15212",North Shore,1,2205,,,,,16:39:00,52,67,0
9/25/18,18188743,36,F,B,"3400 Block Milwaukee ST Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","3400 Block Milwaukee ST Pittsburgh, PA 15219",Upper Hill,2,506,6,3,-79.961296,40.4541524,03:13:00,60,71,0.95
9/27/18,18186947,25,F,B,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2300 Block Brighton RD Pittsburgh, PA 15212",Perry South,1,2614,6,1,-80.02386642,40.46468436,17:00:00,51,62,0
9/27/18,18187215,35,M,W,"600 Block 1st AV Pittsburgh, PA 15222","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","100 Block 7th ST Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.0009968,40.44414475,10:43:00,51,62,0
9/27/18,18190345,18,M,B,"Wabana ST & Vinceton ST Pittsburgh, PA 15214","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","Wabana ST & Vinceton ST Pittsburgh, PA 15214",Perry North,1,2602,1,1,-80.02219544,40.49176928,03:17:00,51,62,0
9/28/18,18180862,32,M,B,"900 Block Watson ST Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","Forbes AV & Pride ST Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.98514409,40.43766601,13:29:00,55,69,0.08
9/28/18,18191327,24,F,W,"4600 Block Centre AV Pittsburgh, PA 15213","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","300 Block Stratford AV Pittsburgh, PA 15232",Friendship,5,807,7,2,-79.93360849,40.46095987,11:30:00,55,69,0.08
9/28/18,18191797,54,M,B,"3500 Block Fleming AV Pittsburgh, PA 15212","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","3500 Block Fleming AV Pittsburgh, PA 15212",Brighton Heights,1,2703,1,1,-80.03847787,40.4785955,22:38:00,55,69,0.08
9/29/18,18183999,31,F,B,"900 Block 2ND AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2300 Block Atmore ST Pittsburgh, PA 15212",Marshall-Shadeland,1,2704,1,1,-80.03029346,40.46248258,20:05:00,50,63,0
10/7/18,18198221,25,M,B,"Centre AV & La Place ST Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","400 Block Kirkpatrick ST Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.97562668,40.44447349,05:34:00,64,83,0.1
10/8/18,18195643,19,M,W,"900 Block 2nd AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1400 Block Geyer AV Pittsburgh, PA 15212",Marshall-Shadeland,1,2715,,,,,06:40:00,64,84,0
10/10/18,18201132,24,M,W,"800 Block Freeland ST Pittsburgh, PA 15210","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","800 Block Freeland ST Pittsburgh, PA 15210",Allentown,3,1803,3,5,-79.9936418,40.4191509,23:52:00,65,81,0
10/11/18,18201323,41,F,W,"700 Block Montclair ST Pittsburgh, PA 15217","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","700 Block Montclair ST Pittsburgh, PA 15217",Greenfield,4,1517,5,3,-79.93314189,40.42042697,08:20:00,53,71,0.06
10/13/18,18194417,40,M,B,"50 Block Tretow ST Pittsburgh, PA 15214","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","50 Block Tretow ST Pittsburgh, PA 15214",Perry North,1,2607,1,1,-80.00907613,40.4785372,19:20:00,40,47,0.23
10/16/18,18200938,33,M,B,"20 Block Grape ST Pittsburgh, PA 15210","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","20 Block Grape ST Pittsburgh, PA 15210",Knoxville,3,3001,3,5,-79.98937727,40.4137558,18:29:00,34,51,0.16
10/17/18,18127561,55,M,B,"2600 Block N Charles ST Pittsburgh, PA 15214","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2600 Block N Charles ST Pittsburgh, PA 15214",Perry South,1,2614,6,1,-80.01538285,40.46815271,23:20:00,40,55,0
10/18/18,18198782,30,M,B,"600 Block First AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1200 Block Woods Run AV Pittsburgh, PA 15212",Brighton Heights,1,2708,,,-79.88366519,40.44535289,00:50:00,33,49,0
10/19/18,18207428,27,F,B,"1000 Block Grand AV Pittsburgh, PA 15212","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1000 Block Grand AV Pittsburgh, PA 15212",Marshall-Shadeland,1,2715,1,1,-80.02533229,40.47499276,14:50:00,31,58,0
10/19/18,18196284,13,F,B,"600 Block 1ST AV PITTSBURGH, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","Crucible ST & Woodlow ST Pittsburgh, PA 15205",Crafton Heights,6,2814,2,5,-80.05105093,40.44706295,12:00:00,31,58,0
10/22/18,18207803,32,M,W,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","100 Block Lelia ST Pittsburgh, PA 15211",Mount Washington,3,1915,4,5,-80.01162973,40.42181356,04:16:00,30,55,0
10/23/18,18206799,36,M,B,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","900 Block Liberty AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-79.99793948,40.44294531,13:50:00,40,57,0
10/23/18,18206799,36,M,B,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","900 Block Liberty AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-79.99793948,40.44294531,13:50:00,40,57,0
10/23/18,18175762,25,M,B,"600 Block Ross AV Pittsburgh, PA 15221","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","300 Block Lincoln AV Pittsburgh, PA 15206",Larimer,5,1208,9,2,-79.91253492,40.46054919,11:54:00,40,57,0
11/1/18,18216221,18,M,B,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2300 Block BRIGHTON RD PITTSBURGH, PA 15212",Marshall-Shadeland,1,2704,6,1,-80.02386642,40.46468436,11:30:00,50,61,0.19
11/2/18,18212765,16,F,B,"600 Block 1ST AV PITTSBURGH, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2400 Block SHADY AV PITTSBURGH, PA 15217",Squirrel Hill South,4,1408,5,3,-79.92063686,40.43003607,11:00:00,42,65,0.18
11/5/18,18218449,54,M,B,"500 Block Protectory PL Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","500 Block Protectory PL Pittsburgh, PA 15219",Crawford-Roberts,2,305,6,3,-79.98502427,40.44148028,00:26:00,46,61,0.13
11/6/18,18213558,50,M,B,"900 Block 2nd AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2000 Block Centre AV Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.97998241,40.44358891,01:01:00,46,64,0.5
11/8/18,18220426,17,M,W,"200 Block Kennedy AV Pittsburgh, PA 15214","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","200 Block Kennedy AV Pittsburgh, PA 15214",Perry South,1,2615,1,1,-80.01045572,40.47428943,00:21:00,29,44,0
11/8/18,18220426,15,F,W,"200 Block Kennedy AV Pittsburgh, PA 15214","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","200 Block Kennedy AV Pittsburgh, PA 15214",Perry South,1,2615,1,1,-80.01045572,40.47428943,00:21:00,29,44,0
11/8/18,18213636,25,M,B,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","100 Block S 18th ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98083612,40.42813925,06:10:00,29,44,0
11/12/18,18193036,44,F,W,"600 Block frayne ST Pittsburgh, PA 15207","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","600 Block Frayne ST Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.93576774,40.41746175,17:14:00,24,42,0
11/18/18,18227554,21,F,A,"6400 Block Living PL Pittsburgh, PA 15206","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","6400 Block Living PL Pittsburgh, PA 15206",Shadyside,4,708,,,,,14:35:00,34,47,0
11/19/18,18228166,12,M,B,"800 Block RECTENWALD ST PITTSBURGH, PA 15210","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","800 Block RECTENWALD ST PITTSBURGH, PA 15210",Mount Oliver,3,1607,3,3,-79.97940619,40.40857766,09:00:00,36,38,0.15
11/21/18,18213239,46,M,W,Frankstown RD,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","6900 Block Bennett ST Pittsburgh, PA 15208",Homewood West,5,1207,9,2,-79.90433918,40.45804749,10:27:00,26,33,0
11/22/18,18208552,23,M,W,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","Penn AV & 34th ST Pittsburgh, PA 15201",Lower Lawrenceville,2,603,7,2,-79.96721713,40.46268154,02:33:00,21,25,0
11/28/18,18214726,36,M,B,"600 Block First AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1300 Block Methyl ST Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.0259685,40.41628397,09:35:00,23,26,0.02
11/28/18,18233769,47,F,W,"700 Block Mc Lain ST Pittsburgh, PA 15210","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","700 Block Mc Lain ST Pittsburgh, PA 15210",Allentown,3,1803,3,5,-79.9958385,40.42421091,04:32:00,23,26,0.02
11/28/18,18233769,50,M,W,"700 Block Mc Lain ST Pittsburgh, PA 15210","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","700 Block Mc Lain ST Pittsburgh, PA 15210",Allentown,3,1803,3,5,-79.9958385,40.42421091,04:32:00,23,26,0.02
11/28/18,18233853,39,M,W,"100 Block Gilda AV Pittsburgh, PA 15217","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","100 Block Gilda AV Pittsburgh, PA 15217",Squirrel Hill South,4,1414,5,3,-79.91613761,40.42375888,09:13:00,23,26,0.02
11/30/18,18235435,16,F,O,Zone 2,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",Zone 1,,1,,,,,,13:45:00,30,42,0.01
12/6/18,18239544,55,M,W,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","4900 Block Dearborn ST Pittsburgh, PA 15224",Garfield,5,1017,9,2,-79.94503719,40.46605123,15:45:00,26,36,0.03
12/7/18,18159038,35,M,B,"900 Block 2nd AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","70 Block Almeda ST Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.93891123,40.40339703,07:47:00,19,30,0.07
12/9/18,18241847,22,M,B,"1300 Block Woodland AV Pittsburgh, PA 15212","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1300 Block Woodland AV Pittsburgh, PA 15212",Marshall-Shadeland,1,2715,1,1,-80.03026917,40.46923079,05:46:00,19,31,0
12/12/18,18242982,54,F,B,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","7000 Block Fielding WY Pittsburgh, PA 15208",Homewood North,5,1301,9,2,-79.90054297,40.45987849,15:50:00,26,41,0
12/12/18,18242982,53,F,B,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","7000 Block Fielding WY Pittsburgh, PA 15208",Homewood North,5,1301,9,2,-79.90054297,40.45987849,15:50:00,26,41,0
12/13/18,18241859,50,M,B,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury"," ,  ",,,,,,,,04:50:00,31,46,0
12/15/18,18078733,35,F,B,"900 Block 2ND AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","Chartiers AV & Middletown RD Pittsburgh, PA 15204",Chartiers City,6,2021,2,5,-80.07320819,40.45764049,22:00:00,42,47,0.2
12/26/18,18252766,37,M,B,"60 Block First AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","600 Block Johnston AV Pittsburgh, PA 15207",Glen Hazel,4,1504,5,3,-79.93495595,40.40487387,20:20:00,27,45,0
12/31/18,18256349,49,M,W,"900 Block Liberty AV Pittsburgh, PA 15222","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","900 Block Liberty AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-79.99793948,40.44294531,20:33:00,29,61,0
3/24/18,18054906,19,M,W,"2300 Block Candace ST Pittsburgh, PA 15216","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","2300 Block Candace ST Pittsburgh, PA 15216",Beechview,6,1920,4,5,-80.0321467,40.40253191,22:54:00,22,41,0
4/17/18,18045862,60,M,B,"900 Block 2nd AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","4600 Block Irvine ST Pittsburgh, PA 15207",Hazelwood,4,1501,5,3,-79.94589746,40.41457328,13:00:00,30,36,0.12
5/6/18,18084209,21,M,W,"1400 Block Virginia AV Pittsburgh, PA 15211","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","1400 Block Virginia AV Pittsburgh, PA 15211",Duquesne Heights,3,1911,2,5,-80.02185242,40.43294314,05:01:00,55,66,0
5/29/18,18079067,46,M,B,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","200 Block Cain WY Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.87798083,40.45854016,16:52:00,68,90,0
6/17/18,18115729,26,M,B,"7100 Block Everton ST Pittsburgh, PA 15206","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","7100 Block Everton ST Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1202,,,,,12:55:00,69,89,0.02
6/1/18,18103273,27,M,B,"1100 Block Pennsylvania AV Pittsburgh, PA 15233","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","1100 Block Pennsylvania AV Pittsburgh, PA 15233",Manchester,1,2107,6,1,-80.02133413,40.45498328,01:35:00,67,78,0
7/9/18,18129886,32,M,B,"2000 Block De Ruad ST Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(b)(2) Simple Assault -  Child Under 12 / Adult 21 Or Older","2000 Block De Ruad ST Pittsburgh, PA 15219",West Oakland,4,402,,,,,11:30:00,60,83,0
3/21/18,18048415,17,M,W,"600 Block 1ST AV PITTSBURGH, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","2400 Block SHADY AV PITTSBURGH, PA 15217",Squirrel Hill South,4,1408,5,3,-79.92063357,40.43002809,14:38:00,25,33,0.39
3/21/18,18048415,16,M,O,"600 Block 1ST AV PITTSBURGH, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","2400 Block SHADY AV PITTSBURGH, PA 15217",Squirrel Hill South,4,1408,5,3,-79.92063357,40.43002809,15:14:00,25,33,0.39
4/18/18,17206589,25,M,B,"900 Block 2nd AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","200 Block Joyce TER Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.94152716,40.40820393,08:55:00,30,53,0.02
4/22/18,18074879,46,F,W,"2400 Block Rosegarden RD Pittsburgh, PA 15220","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","2400 Block Rosegarden RD Pittsburgh, PA 15220",Banksville,6,2023,2,5,-80.04416444,40.40869269,22:49:00,45,67,0
6/27/18,18116067,25,M,B,"600 Block 1ST AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","2200 Block East Hills DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.87309252,40.4539042,11:30:00,66,77,0.19
7/16/18,18135385,36,M,B,"500 Block W Prospect AV Pittsburgh, PA ","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","500 Block W Prospect AV Pittsburgh, PA ",West Oakland,6,402,2,5,-80.08123948,40.44761603,17:03:00,69,88,0.32
7/17/18,18136369,70,F,B,"500 Block Landleiss PL Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","500 Block Landleiss PL Pittsburgh, PA 15219",Upper Hill,2,506,6,3,-79.96442759,40.44891536,23:35:00,67,85,0
9/15/18,18181360,37,F,B,"3200 Block Ashlyn ST Pittsburgh, PA 15204","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","3200 Block Ashlyn ST Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.05697681,40.45770094,18:14:00,67,81,0
10/2/18,18173294,53,F,B,"600 Block 1ST AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","700 Block 2nd AV Pittsburgh, PA 15219",Bluff,2,103,6,6,-79.994401,40.43527615,16:00:00,65,75,0
11/11/18,18213414,48,M,W,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","700 Block E Warrington AV Pittsburgh, PA 15210",Allentown,3,1803,3,5,-79.99548871,40.42151898,19:20:00,21,41,0
4/27/18,18077494,13,M,B,"3800 Block O Hara ST Pittsburgh, PA 15213","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","4100 Block Franklin RD Pittsburgh, PA 15214",Perry North,1,2602,1,1,-80.02061314,40.49301918,02:02:00,43,67,0
10/29/18,18214234,12,F,O,"700 Block DUNSTER ST PITTSBURGH, PA 15226","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","700 Block DUNSTER ST PITTSBURGH, PA 15226",Brookline,6,1917,4,5,-80.01190851,40.40218706,10:00:00,41,46,0.4
1/3/18,17246509,34,M,W,"900 Block Second AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","1500 Block Spring Garden AV Pittsburgh, PA 15212",Spring Garden,1,2412,1,1,-79.98613137,40.46420436,23:30:00,0,24,0
1/31/18,18005997,22,M,B,"400 Block Ross ST Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","2200 Block E.Hills DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.87302988,40.45388109,10:30:00,8,43,0
2/11/18,18026268,52,M,W,"5200 Block Keystone ST Pittsburgh, PA 15201","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","5200 Block Keystone ST Pittsburgh, PA 15201",Upper Lawrenceville,2,1011,7,2,-79.95265393,40.47940414,17:24:00,32,56,0.22
2/16/18,18029898,31,M,W,"1500 Block Eckert ST Pittsburgh, PA 15212","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","1600 Block Eckert ST Pittsburgh, PA 15212",Marshall-Shadeland,1,2715,1,1,-80.03555821,40.47184428,01:52:00,29,61,2.36
3/11/18,18045697,27,F,W,"1800 Block Overbeck ST Pittsburgh, PA 15212","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","1800 Block Overbeck ST Pittsburgh, PA 15212",Spring Hill-City View,1,2620,1,1,-79.99710467,40.46362006,04:45:00,19,40,0
3/15/18,18048551,50,M,B,"7300 Block Kelly ST Pittsburgh, PA 15208","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","7300 Block Kelly ST Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.89482616,40.45480657,18:30:00,28,42,0
4/5/18,18056268,19,M,B,"900 Block 2ND AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","100 Block Mc Kinley ST Pittsburgh, PA 15210",Knoxville,3,3001,3,5,-79.99115316,40.40869833,08:30:00,28,44,0
5/2/18,18081424,52,M,B,"10 Block Venture ST Pittsburgh, PA 15214","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","10 Block Venture ST Pittsburgh, PA 15214",Perry North,1,2607,1,1,-80.0135108,40.48430393,12:36:00,52,83,0
5/8/18,18085951,28,M,B,"S 18th ST & Crosman ST Pittsburgh, PA 15203","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","S 18th ST & Crosman ST Pittsburgh, PA 15203",South Side Slopes,3,1706,3,3,-79.97926519,40.42172808,19:17:00,49,78,0
5/16/18,18088424,35,M,W,"600 Block First AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","900 Block Millerdale ST Pittsburgh, PA 15201",Stanton Heights,5,1005,9,2,-79.93781568,40.47558442,12:45:00,62,75,0
5/17/18,18090737,32,M,B,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","Penn AV & 26th ST Pittsburgh, PA 15222",Strip District,2,203,7,6,-79.97844494,40.45490442,20:45:00,64,79,0
5/19/18,18094038,44,M,W,"1200 Block Fallowfield AV Pittsburgh, PA 15216","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","1200 Block Fallowfield AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.02414752,40.41689197,17:38:00,58,77,0
5/26/18,18099374,46,M,W,"3900 Block Howley ST Pittsburgh, PA 15201","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","3900 Block Howley ST Pittsburgh, PA 15201",Lower Lawrenceville,2,603,7,2,-79.95941499,40.46311759,19:30:00,66,84,0
6/2/18,18104199,33,F,B,"100 Block 6th ST Pittsburgh, PA 15222","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","100 Block 6th ST Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.0027419,40.44404737,05:09:00,68,79,0
6/10/18,18065778,50,F,W,"900 Block 2nd AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","100 Block Ledgedale ST Pittsburgh, PA 15205",Westwood,6,2811,,,,,22:47:00,63,80,1.01
